time,ENV.pressure,ENV.temperature,PHOT.O2_1,PHOT.O3_1,PHOT.O3_2
10950,6152.049805,206.6374207,0,0,0
11100,6152.049805,206.6374207,0,0,0
11250,6152.049805,206.6374207,0,0,0
11400,6152.049805,206.6374207,0,0,0
11550,6152.049805,206.6374207,0,0,0
11700,6152.049805,206.6374207,0,0,0
11850,6152.049805,206.6374207,0,0,0
12000,6152.049805,206.6374207,0,0,0
12150,6152.049805,206.6374207,0,0,0
12300,6152.049805,206.6374207,0,0,0
12450,6152.049805,206.6374207,0,0,0
12600,6152.049805,206.6374207,0,0,0
12750,6152.049805,206.6374207,0,0,0
12900,6152.049805,206.6374207,0,0,0
13050,6152.049805,206.6374207,0,0,0
13200,6152.049805,206.6374207,0,0,0
13350,6152.049805,206.6374207,0,0,0
13500,6152.049805,206.6374207,0,0,0
13650,6152.049805,206.6374207,0,0,0
13800,6152.049805,206.6374207,0,0,0
13950,6152.049805,206.6374207,0,0,0
14100,6152.049805,206.6374207,0,0,0
14250,6152.049805,206.6374207,0,0,0
14400,6152.049805,206.6374207,0,0,0
14550,6152.049805,206.6374207,0,0,0
14700,6152.049805,206.6374207,0,0,0
14850,6152.049805,206.6374207,0,0,0
15000,6152.049805,206.6374207,0,0,0
15150,6152.049805,206.6374207,0,0,0
15300,6152.049805,206.6374207,0,0,0
15450,6152.049805,206.6374207,0,0,0
15600,6152.049805,206.6374207,0,0,0
15750,6152.049805,206.6374207,0,0,0
15900,6152.049805,206.6374207,0,0,0
16050,6152.049805,206.6374207,0,0,0
16200,6152.049805,206.6374207,0,0,0
16350,6152.049805,206.6374207,0,0,0
16500,6152.049805,206.6374207,0,0,0
16650,6152.049805,206.6374207,0,0,0
16800,6152.049805,206.6374207,0,0,0
16950,6152.049805,206.6374207,0,0,0
17100,6152.049805,206.6374207,0,0,0
17250,6152.049805,206.6374207,0,0,0
17400,6152.049805,206.6374207,0,0,0
17550,6152.049805,206.6374207,0,0,0
17700,6152.049805,206.6374207,0,0,0
17850,6152.049805,206.6374207,0,0,0
18000,6152.049805,206.6374207,0,0,0
18150,6152.049805,206.6374207,0,0,0
18300,6152.049805,206.6374207,0,0,0
18450,6152.049805,206.6374207,0,0,0
18600,6152.049805,206.6374207,0,0,0
18750,6152.049805,206.6374207,0,0,0
18900,6152.049805,206.6374207,0,0,0
19050,6152.049805,206.6374207,0,0,0
19200,6152.049805,206.6374207,0,0,0
19350,6152.049805,206.6374207,0,0,0
19500,6152.049805,206.6374207,0,0,0
19650,6152.049805,206.6374207,0,0,0
19800,6152.049805,206.6374207,0,0,0
19950,6152.049805,206.6374207,0,0,0
20100,6152.049805,206.6374207,0,0,0
20250,6152.049805,206.6374207,0,0,0
20400,6152.049805,206.6374207,0,0,0
20550,6152.049805,206.6374207,0,0,0
20700,6152.049805,206.6374207,0,0,0
20850,6152.049805,206.6374207,0,0,0
21000,6152.049805,206.6374207,0,0,0
21150,6152.049805,206.6374207,0,0,0
21300,6152.049805,206.6374207,0,0,0
21450,6152.049805,206.6374207,0,0,0
21600,6152.049805,206.6374207,0,0,0
21750,6152.049805,206.6374207,0,0,0
21900,6152.049805,206.6374207,0,0,0
22050,6152.049805,206.6374207,0,0,0
22200,6152.049805,206.6374207,0,0,0
22350,6152.049805,206.6374207,0,0,0
22500,6152.049805,206.6374207,0,0,0
22650,6152.049805,206.6374207,0,0,0
22800,6152.049805,206.6374207,0,0,0
22950,6152.049805,206.6374207,0,0,0
23100,6152.049805,206.6374207,0,0,0
23250,6152.049805,206.6374207,0,0,0
23400,6152.049805,206.6374207,0,0,0
23550,6152.049805,206.6374207,0,0,0
23700,6152.049805,206.6374207,0,0,0
23850,6152.049805,206.6374207,0,0,0
24000,6152.049805,206.6374207,0,0,0
24150,6152.049805,206.6374207,0,0,0
24300,6152.049805,206.6374207,0,0,0
24450,6152.049805,206.6374207,0,0,0
24600,6152.049805,206.6374207,0,0,0
24750,6152.049805,206.6374207,0,0,0
24900,6152.049805,206.6374207,0,0,0
25050,6152.049805,206.6374207,0,0,0
25200,6152.049805,206.6374207,0,0,0
25350,6152.049805,206.6374207,0,0,0
25500,6152.049805,206.6374207,0,0,0
25650,6152.049805,206.6374207,0,0,0
25800,6152.049805,206.6374207,0,0,0
25950,6152.049805,206.6374207,0,0,0
26100,6152.049805,206.6374207,0,0,0
26250,6152.049805,206.6374207,0,0,0
26400,6152.049805,206.6374207,0,0,0
26550,6152.049805,206.6374207,0,0,0
26700,6152.049805,206.6374207,0,0,0
26850,6152.049805,206.6374207,0,0,0
27000,6152.049805,206.6374207,0,0,0
27150,6152.049805,206.6374207,0,0,0
27300,6152.049805,206.6374207,0,0,0
27450,6152.049805,206.6374207,0,0,0
27600,6152.049805,206.6374207,0,0,0
27750,6152.049805,206.6374207,0,0,0
27900,6152.049805,206.6374207,0,0,0
28050,6152.049805,206.6374207,0,0,0
28200,6152.049805,206.6374207,0,0,0
28350,6152.049805,206.6374207,0,0,0
28500,6152.049805,206.6374207,0,0,0
28650,6152.049805,206.6374207,0,0,0
28800,6152.049805,206.6374207,0,0,0
28950,6152.049805,206.6374207,0,0,0
29100,6152.049805,206.6374207,0,0,0
29250,6152.049805,206.6374207,0,0,0
29400,6152.049805,206.6374207,0,0,0
29550,6152.049805,206.6374207,0,0,0
29700,6152.049805,206.6374207,0,0,0
29850,6152.049805,206.6374207,0,0,0
30000,6152.049805,206.6374207,0,0,0
30150,6152.049805,206.6374207,0,0,0
30300,6152.049805,206.6374207,0,0,0
30450,6152.049805,206.6374207,0,0,0
30600,6152.049805,206.6374207,0,0,0
30750,6152.049805,206.6374207,0,0,0
30900,6152.049805,206.6374207,0,0,0
31050,6152.049805,206.6374207,0,0,0
31200,6152.049805,206.6374207,0,0,0
31350,6152.049805,206.6374207,0,0,0
31500,6152.049805,206.6374207,0,0,0
31650,6152.049805,206.6374207,0,0,0
31800,6152.049805,206.6374207,0,0,0
31950,6152.049805,206.6374207,0,0,0
32100,6152.049805,206.6374207,0,0,0
32250,6152.049805,206.6374207,0,0,0
32400,6152.049805,206.6374207,0,0,0
32550,6152.049805,206.6374207,0,0,0
32700,6152.049805,206.6374207,0,0,0
32850,6152.049805,206.6374207,0,0,0
33000,6152.049805,206.6374207,0,0,0
33150,6152.049805,206.6374207,0,0,0
33300,6152.049805,206.6374207,0,0,0
33450,6152.049805,206.6374207,0,0,0
33600,6152.049805,206.6374207,0,0,0
33750,6152.049805,206.6374207,0,0,0
33900,6152.049805,206.6374207,0,0,0
34050,6152.049805,206.6374207,0,0,0
34200,6152.049805,206.6374207,0,0,0
34350,6152.049805,206.6374207,0,0,0
34500,6152.049805,206.6374207,0,0,0
34650,6152.049805,206.6374207,0,0,0
34800,6152.049805,206.6374207,0,0,0
34950,6152.049805,206.6374207,0,0,0
35100,6152.049805,206.6374207,0,0,0
35250,6152.049805,206.6374207,0,0,0
35400,6152.049805,206.6374207,0,0,0
35550,6152.049805,206.6374207,0,0,0
35700,6152.049805,206.6374207,0,0,0
35850,6152.049805,206.6374207,0,0,0
36000,6152.049805,206.6374207,0,0,0
36150,6152.049805,206.6374207,0,0,0
36300,6152.049805,206.6374207,0,0,0
36450,6152.049805,206.6374207,0,0,0
36600,6152.049805,206.6374207,0,0,0
36750,6152.049805,206.6374207,0,0,0
36900,6152.049805,206.6374207,0,0,0
37050,6152.049805,206.6374207,0,0,0
37200,6152.049805,206.6374207,0,0,0
37350,6152.049805,206.6374207,0,0,0
37500,6152.049805,206.6374207,0,0,0
37650,6152.049805,206.6374207,0,0,0
37800,6152.049805,206.6374207,0,0,0
37950,6152.049805,206.6374207,0,0,0
38100,6152.049805,206.6374207,0,0,0
38250,6152.049805,206.6374207,0,0,0
38400,6152.049805,206.6374207,0,0,0
38550,6152.049805,206.6374207,0,0,0
38700,6152.049805,206.6374207,0,0,0
38850,6152.049805,206.6374207,0,0,0
39000,6152.049805,206.6374207,0,0,0
39150,6152.049805,206.6374207,0,0,0
39300,6152.049805,206.6374207,0,0,0
39450,6152.049805,206.6374207,0,0,0
39600,6152.049805,206.6374207,0,0,0
39750,6152.049805,206.6374207,0,0,0
39900,6152.049805,206.6374207,0,0,0
40050,6152.049805,206.6374207,0,0,0
40200,6152.049805,206.6374207,0,0,0
40350,6152.049805,206.6374207,0,0,0
40500,6152.049805,206.6374207,0,0,0
40650,6152.049805,206.6374207,0,0,0
40800,6152.049805,206.6374207,0,0,0
40950,6152.049805,206.6374207,0,0,0
41100,6152.049805,206.6374207,0,0,0
41250,6152.049805,206.6374207,0,0,0
41400,6152.049805,206.6374207,0,0,0
41550,6152.049805,206.6374207,0,0,0
41700,6152.049805,206.6374207,0,0,0
41850,6152.049805,206.6374207,0,0,0
42000,6152.049805,206.6374207,0,0,0
42150,6152.049805,206.6374207,0,0,0
42300,6152.049805,206.6374207,0,0,0
42450,6152.049805,206.6374207,0,0,0
42600,6152.049805,206.6374207,0,0,0
42750,6152.049805,206.6374207,0,0,0
42900,6152.049805,206.6374207,0,0,0
43050,6152.049805,206.6374207,0,0,0
43200,6152.049805,206.6374207,0,0,0
43350,6152.049805,206.6374207,0,0,0
43500,6152.049805,206.6374207,0,0,0
43650,6152.049805,206.6374207,0,0,0
43800,6152.049805,206.6374207,0,0,0
43950,6152.049805,206.6374207,0,0,0
44100,6152.049805,206.6374207,0,0,0
44250,6152.049805,206.6374207,0,0,0
44400,6152.049805,206.6374207,0,0,0
44550,6152.049805,206.6374207,0,0,0
44700,6152.049805,206.6374207,0,0,0
44850,6152.049805,206.6374207,0,0,0
45000,6152.049805,206.6374207,0,0,0
45150,6152.049805,206.6374207,0,0,0
45300,6152.049805,206.6374207,0,0,0
45450,6152.049805,206.6374207,0,0,0
45600,6152.049805,206.6374207,0,0,0
45750,6152.049805,206.6374207,0,0,0
45900,6152.049805,206.6374207,0,0,0
46050,6152.049805,206.6374207,0,0,0
46200,6152.049805,206.6374207,0,0,0
46350,6152.049805,206.6374207,0,0,0
46500,6152.049805,206.6374207,0,0,0
46650,6152.049805,206.6374207,0,0,0
46800,6152.049805,206.6374207,0,0,0
46950,6152.049805,206.6374207,0,0,0
47100,6152.049805,206.6374207,0,0,0
47250,6152.049805,206.6374207,0,0,0
47400,6152.049805,206.6374207,0,0,0
47550,6152.049805,206.6374207,0,0,0
47700,6152.049805,206.6374207,0,3.50E-40,1.53E-23
47850,6152.049805,206.6374207,0.00E+00,2.67E-21,6.11E-15
48000,6152.049805,206.6374207,0.00E+00,1.68E-17,3.76E-14
48150,6152.049805,206.6374207,2.23E-46,5.86E-16,1.56E-13
48300,6152.049805,206.6374207,1.02E-28,6.03E-15,5.50E-13
48450,6152.049805,206.6374207,2.55E-24,4.14E-14,2.08E-12
48600,6152.049805,206.6374207,7.06E-23,1.47E-13,8.19E-12
48750,6152.049805,206.6374207,3.21E-22,4.10E-13,2.90E-11
48900,6152.049805,206.6374207,8.50E-22,1.14E-12,9.39E-11
49050,6152.049805,206.6374207,1.96E-21,3.56E-12,2.77E-10
49200,6152.049805,206.6374207,4.94E-21,1.16E-11,8.14E-10
49350,6152.049805,206.6374207,1.42E-20,3.42E-11,1.99E-09
49500,6152.049805,206.6374207,4.16E-20,9.10E-11,4.63E-09
49650,6152.049805,206.6374207,1.12E-19,2.19E-10,9.99E-09
49800,6152.049805,206.6374207,2.71E-19,4.79E-10,2.04E-08
49950,6152.049805,206.6374207,6.01E-19,9.74E-10,4.07E-08
50100,6152.049805,206.6374207,1.19E-18,1.84E-09,7.62E-08
50250,6152.049805,206.6374207,2.20E-18,3.31E-09,1.38E-07
50400,6152.049805,206.6374207,2.35E-17,5.56E-09,1.23E-05
50550,6152.049805,206.6374207,3.04E-17,8.62E-09,2.60E-05
50700,6152.049805,206.6374207,3.75E-17,1.29E-08,4.49E-05
50850,6152.049805,206.6374207,5.17E-17,1.83E-08,6.73E-05
51000,6152.049805,206.6374207,6.81E-17,2.53E-08,9.07E-05
51150,6152.049805,206.6374207,8.98E-17,3.44E-08,1.09E-04
51300,6152.049805,206.6374207,1.12E-16,4.60E-08,1.18E-04
51450,6152.049805,206.6374207,1.41E-16,6.44E-08,1.27E-04
51600,6152.049805,206.6374207,1.73E-16,8.69E-08,1.40E-04
51750,6152.049805,206.6374207,2.11E-16,1.20E-07,1.56E-04
51900,6152.049805,206.6374207,2.59E-16,1.68E-07,1.73E-04
52050,6152.049805,206.6374207,2.99E-16,2.16E-07,1.89E-04
52200,6152.049805,206.6374207,3.42E-16,2.73E-07,2.04E-04
52350,6152.049805,206.6374207,3.86E-16,3.38E-07,2.19E-04
52500,6152.049805,206.6374207,4.33E-16,4.10E-07,2.32E-04
52650,6152.049805,206.6374207,4.81E-16,4.88E-07,2.44E-04
52800,6152.049805,206.6374207,5.30E-16,5.72E-07,2.55E-04
52950,6152.049805,206.6374207,5.80E-16,6.62E-07,2.65E-04
53100,6152.049805,206.6374207,6.30E-16,7.57E-07,2.75E-04
53250,6152.049805,206.6374207,6.83E-16,8.59E-07,2.84E-04
53400,6152.049805,206.6374207,7.36E-16,9.66E-07,2.92E-04
53550,6152.049805,206.6374207,7.90E-16,1.08E-06,2.99E-04
53700,6152.049805,206.6374207,8.45E-16,1.20E-06,3.07E-04
53850,6152.049805,206.6374207,9.02E-16,1.33E-06,3.13E-04
54000,6152.049805,206.6374207,9.60E-16,1.47E-06,3.20E-04
54150,6152.049805,206.6374207,1.01E-15,1.59E-06,3.25E-04
54300,6152.049805,206.6374207,1.06E-15,1.73E-06,3.30E-04
54450,6152.049805,206.6374207,1.12E-15,1.87E-06,3.35E-04
54600,6152.049805,206.6374207,1.17E-15,2.02E-06,3.40E-04
54750,6152.049805,206.6374207,1.23E-15,2.17E-06,3.44E-04
54900,6152.049805,206.6374207,1.28E-15,2.34E-06,3.49E-04
55050,6152.049805,206.6374207,1.34E-15,2.51E-06,3.53E-04
55200,6152.049805,206.6374207,1.40E-15,2.70E-06,3.57E-04
55350,6152.049805,206.6374207,1.46E-15,2.89E-06,3.61E-04
55500,6152.049805,206.6374207,1.53E-15,3.09E-06,3.65E-04
55650,6152.049805,206.6374207,1.59E-15,3.30E-06,3.69E-04
55800,6152.049805,206.6374207,1.66E-15,3.52E-06,3.73E-04
55950,6152.049805,206.6374207,1.73E-15,3.75E-06,3.76E-04
56100,6152.049805,206.6374207,1.80E-15,3.99E-06,3.80E-04
56250,6152.049805,206.6374207,1.87E-15,4.24E-06,3.83E-04
56400,6152.049805,206.6374207,1.95E-15,4.50E-06,3.87E-04
56550,6152.049805,206.6374207,2.02E-15,4.76E-06,3.90E-04
56700,6152.049805,206.6374207,2.10E-15,5.04E-06,3.94E-04
56850,6152.049805,206.6374207,2.18E-15,5.33E-06,3.97E-04
57000,6152.049805,206.6374207,2.27E-15,5.62E-06,4.00E-04
57150,6152.049805,206.6374207,2.35E-15,5.92E-06,4.04E-04
57300,6152.049805,206.6374207,2.44E-15,6.24E-06,4.07E-04
57450,6152.049805,206.6374207,2.54E-15,6.56E-06,4.10E-04
57600,6152.049805,206.6374207,2.63E-15,6.89E-06,4.13E-04
57750,6152.049805,206.6374207,2.71E-15,7.16E-06,4.16E-04
57900,6152.049805,206.6374207,2.79E-15,7.43E-06,4.18E-04
58050,6152.049805,206.6374207,2.87E-15,7.71E-06,4.21E-04
58200,6152.049805,206.6374207,2.96E-15,7.99E-06,4.23E-04
58350,6152.049805,206.6374207,3.05E-15,8.28E-06,4.25E-04
58500,6152.049805,206.6374207,3.14E-15,8.57E-06,4.28E-04
58650,6152.049805,206.6374207,3.24E-15,8.87E-06,4.30E-04
58800,6152.049805,206.6374207,3.33E-15,9.17E-06,4.32E-04
58950,6152.049805,206.6374207,3.44E-15,9.48E-06,4.34E-04
59100,6152.049805,206.6374207,3.54E-15,9.79E-06,4.37E-04
59250,6152.049805,206.6374207,3.65E-15,1.01E-05,4.39E-04
59400,6152.049805,206.6374207,3.77E-15,1.04E-05,4.41E-04
59550,6152.049805,206.6374207,3.89E-15,1.07E-05,4.43E-04
59700,6152.049805,206.6374207,4.02E-15,1.11E-05,4.45E-04
59850,6152.049805,206.6374207,4.15E-15,1.14E-05,4.48E-04
60000,6152.049805,206.6374207,4.29E-15,1.17E-05,4.50E-04
60150,6152.049805,206.6374207,4.44E-15,1.21E-05,4.52E-04
60300,6152.049805,206.6374207,4.60E-15,1.24E-05,4.54E-04
60450,6152.049805,206.6374207,4.76E-15,1.28E-05,4.56E-04
60600,6152.049805,206.6374207,4.94E-15,1.31E-05,4.58E-04
60750,6152.049805,206.6374207,5.12E-15,1.35E-05,4.60E-04
60900,6152.049805,206.6374207,5.32E-15,1.38E-05,4.62E-04
61050,6152.049805,206.6374207,5.53E-15,1.42E-05,4.65E-04
61200,6152.049805,206.6374207,5.75E-15,1.46E-05,4.67E-04
61350,6152.049805,206.6374207,5.90E-15,1.48E-05,4.68E-04
61500,6152.049805,206.6374207,6.06E-15,1.50E-05,4.69E-04
61650,6152.049805,206.6374207,6.23E-15,1.53E-05,4.70E-04
61800,6152.049805,206.6374207,6.40E-15,1.55E-05,4.72E-04
61950,6152.049805,206.6374207,6.58E-15,1.58E-05,4.73E-04
62100,6152.049805,206.6374207,6.77E-15,1.60E-05,4.74E-04
62250,6152.049805,206.6374207,6.96E-15,1.63E-05,4.76E-04
62400,6152.049805,206.6374207,7.17E-15,1.65E-05,4.77E-04
62550,6152.049805,206.6374207,7.38E-15,1.68E-05,4.78E-04
62700,6152.049805,206.6374207,7.61E-15,1.70E-05,4.79E-04
62850,6152.049805,206.6374207,7.84E-15,1.73E-05,4.81E-04
63000,6152.049805,206.6374207,8.08E-15,1.75E-05,4.82E-04
63150,6152.049805,206.6374207,8.34E-15,1.78E-05,4.83E-04
63300,6152.049805,206.6374207,8.60E-15,1.80E-05,4.84E-04
63450,6152.049805,206.6374207,8.88E-15,1.83E-05,4.85E-04
63600,6152.049805,206.6374207,9.17E-15,1.85E-05,4.87E-04
63750,6152.049805,206.6374207,9.47E-15,1.88E-05,4.88E-04
63900,6152.049805,206.6374207,9.78E-15,1.90E-05,4.89E-04
64050,6152.049805,206.6374207,1.01E-14,1.93E-05,4.90E-04
64200,6152.049805,206.6374207,1.05E-14,1.96E-05,4.91E-04
64350,6152.049805,206.6374207,1.08E-14,1.98E-05,4.93E-04
64500,6152.049805,206.6374207,1.12E-14,2.01E-05,4.94E-04
64650,6152.049805,206.6374207,1.16E-14,2.04E-05,4.95E-04
64800,6152.049805,206.6374207,1.20E-14,2.06E-05,4.96E-04
64950,6152.049805,206.6374207,1.21E-14,2.07E-05,4.97E-04
65100,6152.049805,206.6374207,1.23E-14,2.08E-05,4.97E-04
65250,6152.049805,206.6374207,1.24E-14,2.09E-05,4.97E-04
65400,6152.049805,206.6374207,1.26E-14,2.10E-05,4.98E-04
65550,6152.049805,206.6374207,1.27E-14,2.11E-05,4.98E-04
65700,6152.049805,206.6374207,1.29E-14,2.12E-05,4.98E-04
65850,6152.049805,206.6374207,1.30E-14,2.13E-05,4.99E-04
66000,6152.049805,206.6374207,1.32E-14,2.14E-05,4.99E-04
66150,6152.049805,206.6374207,1.33E-14,2.15E-05,5.00E-04
66300,6152.049805,206.6374207,1.35E-14,2.15E-05,5.00E-04
66450,6152.049805,206.6374207,1.37E-14,2.16E-05,5.00E-04
66600,6152.049805,206.6374207,1.38E-14,2.17E-05,5.01E-04
66750,6152.049805,206.6374207,1.40E-14,2.18E-05,5.01E-04
66900,6152.049805,206.6374207,1.42E-14,2.19E-05,5.02E-04
67050,6152.049805,206.6374207,1.44E-14,2.20E-05,5.02E-04
67200,6152.049805,206.6374207,1.45E-14,2.21E-05,5.02E-04
67350,6152.049805,206.6374207,1.47E-14,2.22E-05,5.03E-04
67500,6152.049805,206.6374207,1.49E-14,2.23E-05,5.03E-04
67650,6152.049805,206.6374207,1.51E-14,2.24E-05,5.03E-04
67800,6152.049805,206.6374207,1.53E-14,2.25E-05,5.04E-04
67950,6152.049805,206.6374207,1.55E-14,2.26E-05,5.04E-04
68100,6152.049805,206.6374207,1.57E-14,2.27E-05,5.05E-04
68250,6152.049805,206.6374207,1.58E-14,2.28E-05,5.05E-04
68400,6152.049805,206.6374207,1.60E-14,2.29E-05,5.05E-04
68550,6152.049805,206.6374207,1.58E-14,2.28E-05,5.05E-04
68700,6152.049805,206.6374207,1.56E-14,2.27E-05,5.04E-04
68850,6152.049805,206.6374207,1.54E-14,2.26E-05,5.04E-04
69000,6152.049805,206.6374207,1.53E-14,2.25E-05,5.03E-04
69150,6152.049805,206.6374207,1.51E-14,2.24E-05,5.03E-04
69300,6152.049805,206.6374207,1.49E-14,2.23E-05,5.03E-04
69450,6152.049805,206.6374207,1.47E-14,2.22E-05,5.02E-04
69600,6152.049805,206.6374207,1.45E-14,2.21E-05,5.02E-04
69750,6152.049805,206.6374207,1.43E-14,2.20E-05,5.01E-04
69900,6152.049805,206.6374207,1.42E-14,2.19E-05,5.01E-04
70050,6152.049805,206.6374207,1.40E-14,2.18E-05,5.00E-04
70200,6152.049805,206.6374207,1.38E-14,2.17E-05,5.00E-04
70350,6152.049805,206.6374207,1.36E-14,2.17E-05,4.99E-04
70500,6152.049805,206.6374207,1.35E-14,2.16E-05,4.99E-04
70650,6152.049805,206.6374207,1.33E-14,2.15E-05,4.99E-04
70800,6152.049805,206.6374207,1.31E-14,2.14E-05,4.98E-04
70950,6152.049805,206.6374207,1.30E-14,2.13E-05,4.98E-04
71100,6152.049805,206.6374207,1.28E-14,2.12E-05,4.97E-04
71250,6152.049805,206.6374207,1.27E-14,2.11E-05,4.97E-04
71400,6152.049805,206.6374207,1.25E-14,2.10E-05,4.96E-04
71550,6152.049805,206.6374207,1.23E-14,2.09E-05,4.96E-04
71700,6152.049805,206.6374207,1.22E-14,2.08E-05,4.95E-04
71850,6152.049805,206.6374207,1.20E-14,2.07E-05,4.95E-04
72000,6152.049805,206.6374207,1.19E-14,2.06E-05,4.95E-04
72150,6152.049805,206.6374207,1.15E-14,2.04E-05,4.93E-04
72300,6152.049805,206.6374207,1.11E-14,2.01E-05,4.92E-04
72450,6152.049805,206.6374207,1.07E-14,1.98E-05,4.91E-04
72600,6152.049805,206.6374207,1.04E-14,1.96E-05,4.89E-04
72750,6152.049805,206.6374207,1.00E-14,1.93E-05,4.88E-04
72900,6152.049805,206.6374207,9.72E-15,1.91E-05,4.87E-04
73050,6152.049805,206.6374207,9.40E-15,1.88E-05,4.85E-04
73200,6152.049805,206.6374207,9.10E-15,1.85E-05,4.84E-04
73350,6152.049805,206.6374207,8.81E-15,1.83E-05,4.83E-04
73500,6152.049805,206.6374207,8.54E-15,1.80E-05,4.82E-04
73650,6152.049805,206.6374207,8.27E-15,1.78E-05,4.80E-04
73800,6152.049805,206.6374207,8.02E-15,1.75E-05,4.79E-04
73950,6152.049805,206.6374207,7.78E-15,1.73E-05,4.78E-04
74100,6152.049805,206.6374207,7.54E-15,1.70E-05,4.76E-04
74250,6152.049805,206.6374207,7.32E-15,1.68E-05,4.75E-04
74400,6152.049805,206.6374207,7.11E-15,1.65E-05,4.74E-04
74550,6152.049805,206.6374207,6.90E-15,1.63E-05,4.72E-04
74700,6152.049805,206.6374207,6.71E-15,1.60E-05,4.71E-04
74850,6152.049805,206.6374207,6.52E-15,1.58E-05,4.70E-04
75000,6152.049805,206.6374207,6.34E-15,1.55E-05,4.68E-04
75150,6152.049805,206.6374207,6.17E-15,1.53E-05,4.67E-04
75300,6152.049805,206.6374207,6.00E-15,1.51E-05,4.66E-04
75450,6152.049805,206.6374207,5.84E-15,1.48E-05,4.64E-04
75600,6152.049805,206.6374207,5.69E-15,1.46E-05,4.63E-04
75750,6152.049805,206.6374207,5.47E-15,1.42E-05,4.61E-04
75900,6152.049805,206.6374207,5.26E-15,1.38E-05,4.58E-04
76050,6152.049805,206.6374207,5.07E-15,1.35E-05,4.56E-04
76200,6152.049805,206.6374207,4.89E-15,1.31E-05,4.54E-04
76350,6152.049805,206.6374207,4.71E-15,1.28E-05,4.52E-04
76500,6152.049805,206.6374207,4.55E-15,1.24E-05,4.50E-04
